TMP_AR,TMP_EN,CENTER,Q233,Q244,Q256,Q326,GENDER,ACACDEMIC_LEVEL,NATIONALITY,SECTOR,Dim1.1,Dim1.2,Dim2.1,Dim2.2,Dim2.3,Dim3.1,Dim3.2,Dim3.3,Dim3.4,Dim3.5,Dim3.6,Dim3.7,Dim3.8,Dim4.1,Dim4.2,Dim4.3,Dim4.4,Dim4.5,Dim4.6,Dim4.7,Dim4.8,Dim4.9,Dim4.10,Dim4.11,Dim4.12,Dim5.1,Dim5.2,Dim5.3,Dim6.1,Dim6.2,NPS,Unnamed: 42,Most_Unsat,Most_Sat,SERVICE
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,4,,,,2.0,1,7,3,1,4,4,4,4,4,4,4,3,4,4,2,3,3,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,9.0,,لا يوجد,التعامل المميز من الموظفين,Q326_2
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,4,,,,2.0,1,5,3,1,4,4,5,3,5,2,4,3,5,4,2,4,3,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,8.0,,لايوجد شي,تعامل الموظفه,Q326_2
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,4,,,,2.0,1,5,3,3,4,4,4,4,4,4,4,4,5,5,5,5,4,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,10.0,,لاشي,جزاكم الله خير,Q326_2
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,4,,,,3.0,1,5,1,1,4,4,5,4,5,5,5,5,5,5,5,5,3,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,10.0,,لايوجد ابدا,ماشالله عليهم جزاهم الله كل خير,Q326_3
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,4,,,,2.0,2,7,5,1,4,5,5,3,4,3,5,3,5,4,3,4,5,5.0,5.0,5.0,4.0,5.0,2.0,5.0,3.0,4.0,5.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,10.0,,Repeated phonecalls to resolve issues,Helpfulness,Q326_2
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,4,,,,3.0,1,7,3,1,4,4,4,5,5,3,5,5,5,5,5,5,4,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,9.0,,لا شي,.,Q326_3
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,4,,,,2.0,1,7,3,1,4,4,5,4,5,5,5,5,5,5,5,5,5,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,5.0,5.0,4.0,5.0,4.0,4.0,9.0,,.,.,Q326_2
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,4,,,,2.0,1,7,3,1,4,4,3,4,4,4,4,4,4,4,3,4,4,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,3.0,4.0,4.0,4.0,8.0,,.,.,Q326_2
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,4,,,,2.0,1,5,1,1,4,4,4,3,5,3,5,4,5,4,4,5,3,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,10.0,,الباركنات بدون مظلات بعض الأحيان تكن مزدحم.,تعامل طيب ماشالله,Q326_2
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,4,,,,1.0,1,7,4,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,10.0,,,Easy to communicate and best service,Q326_1
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,4,,,,1.0,2,5,3,1,4,4,5,5,5,5,5,5,5,5,5,5,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,10.0,,لاشي,سرعه في الانجاز,Q326_1
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,4,,,,2.0,2,5,3,1,5,5,5,4,5,5,5,4,5,5,5,5,4,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,4.0,4.0,5.0,5.0,10.0,,لاشي,تعاملهم,Q326_2
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,4,,,,2.0,2,7,3,1,5,5,4,4,4,3,5,4,5,5,5,5,5,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,10.0,,يرجى توفير شفت مسائي لاصحاب الدوامات .,الخدمات عموما وطريقه التعامل,Q326_2
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,4,,,,2.0,2,7,3,1,4,4,5,4,4,4,5,5,5,5,5,5,4,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,9.0,,.,.,Q326_2
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,4,,,,4.0,2,8,4,1,4,4,4,3,4,4,5,4,4,5,5,4,5,5.0,5.0,5.0,5.0,4.0,4.0,4.0,5.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,10.0,,,Reception,Q326_4
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,4,,,,2.0,2,5,3,1,4,4,5,5,5,5,5,5,5,5,3,5,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,3.0,5.0,5.0,5.0,5.0,5.0,10.0,,لا يوجد,تعامل الموظفين,Q326_2
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,4,,,,2.0,2,5,3,1,5,5,5,4,4,4,5,4,5,5,3,5,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0,10.0,,لا,الموظفين وعدمالانتظار لوقت طويل,Q326_2
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,4,,,,2.0,2,5,3,1,3,3,5,4,5,5,5,5,5,5,3,5,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,10.0,,لا يوجد,احترام الموظفين واسلوبهم,Q326_2
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,4,,,,2.0,2,5,1,1,5,5,5,4,5,5,5,5,5,5,3,3,5,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,3.0,5.0,3.0,3.0,5.0,5.0,5.0,10.0,,لا شيء,اسلوب الموظفين,Q326_2
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,4,,,,2.0,2,5,3,1,5,5,5,3,5,5,5,3,5,3,3,5,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,3.0,3.0,5.0,5.0,10.0,,لا,إنجاز المعاملة وأسلوب الموظفين المحترم,Q326_2
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,4,,,,4.0,2,8,4,1,5,5,5,4,5,5,4,4,5,4,4,4,5,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,10.0,,Nothing,Reception and no waiting,Q326_4
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,4,,,,1.0,1,8,4,1,5,5,5,5,5,5,4,5,5,5,4,5,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,10.0,,Nothing,Reception and Staff,Q326_1
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,4,,,,3.0,1,7,1,1,5,5,5,5,5,5,5,3,5,1,3,3,3,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,3.0,3.0,4.0,5.0,5.0,7.0,,اتمنى تجديد المرافق,الموظفين وإنجاز المعاملة,Q326_3
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,4,,,,4.0,2,5,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,10.0,,No issues,Nothing,Q326_4
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,4,,,,5.0,2,5,3,1,5,5,5,5,5,5,5,3,5,5,3,5,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,3.0,3.0,5.0,5.0,5.0,10.0,,لا يوجد,كله تمام,Q326_5
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,4,,,,5.0,2,5,3,1,5,5,5,5,5,5,5,5,5,5,3,5,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,10.0,,لا يوجد,اسلوب الموظفين,Q326_5
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,4,,,,3.0,2,5,1,1,5,5,5,5,5,5,5,4,5,4,3,5,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,10.0,,لا,إنجاز المعاملة,Q326_3
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,4,,,,5.0,2,5,1,1,5,5,5,5,5,5,5,5,5,5,4,5,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,10.0,,لا,معاملة الموظفين وعدم التأخير,Q326_5
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,4,,,,1.0,1,8,4,1,5,5,5,5,5,5,5,5,5,5,3,5,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,9.0,,,Everything is good,Q326_1
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,4,,,,2.0,1,5,1,1,5,5,5,5,5,5,5,5,5,5,3,5,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0,10.0,,زيادة عدد الموظفين في يوم الأحد,سرعة إنجاز المعاملة,Q326_2
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,4,,,,2.0,1,5,3,1,5,5,5,5,5,5,5,5,5,5,3,4,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,10.0,,لا يوجد,مساعدة موظفين الاستقبال,Q326_2
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,4,,,,3.0,1,7,3,1,5,5,5,4,5,5,5,4,5,5,4,5,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,10.0,,لا يوجد,معاملة واهتمام الموظفين,Q326_3
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,4,,,,2.0,2,5,1,1,5,5,5,3,5,5,5,5,5,5,3,4,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,10.0,,لا سئ,الموظفين قمة في الاحترام والتعاون,Q326_2
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,4,,,,2.0,2,5,4,1,5,5,5,5,5,5,5,5,5,5,5,4,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,10.0,,Nothing,All is good,Q326_2
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,4,,,,2.0,2,7,3,1,3,5,5,5,5,5,5,5,5,5,5,5,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,10.0,,لا يوجد,تعاون الموظفين,Q326_2
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,4,,,,1.0,1,8,3,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,10.0,,لايوجد,الموظفين,Q326_1
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,4,,,,3.0,2,5,6,1,5,5,5,5,5,5,4,5,5,5,3,3,5,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,5.0,5.0,4.0,4.0,3.0,3.0,7.0,,انتظار لوقت طويل وتضييع للوقت,لا,Q326_3
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,4,,,,1.0,2,8,3,1,5,5,5,4,5,5,5,5,5,5,5,5,5,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,9.0,,لا يوجد,تعامل الموظفة,Q326_1
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,4,,,,3.0,2,5,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,10.0,,لا يوجد,كل من في المؤسسة محترم ومتعاون,Q326_3
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,4,,,,3.0,2,8,4,1,4,4,5,2,5,5,3,3,5,3,4,2,5,5.0,5.0,5.0,4.0,5.0,2.0,4.0,2.0,4.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,8.0,,إعادة إحضار الأوراق المطلوبة ويجب أن اتابع المعاملة,تعامل الموظفين,Q326_3
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,4,,,,2.0,1,8,4,1,5,5,5,3,5,5,5,2,5,2,4,5,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,9.0,,AC,Employees are helpful and aware of what they do,Q326_2
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,4,,,,2.0,2,5,3,1,5,5,5,5,5,5,5,5,5,5,3,4,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,10.0,,لا يوجدد,الموظفين وتعاملهم واسلوبهم الراقي,Q326_2
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,4,,,,3.0,1,8,4,1,5,5,4,4,5,5,4,2,5,4,4,3,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,9.0,,Waiting,WIFI,Q326_3
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,4,,,,3.0,1,7,3,1,5,5,5,4,5,5,5,5,5,5,5,4,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,10.0,,لايوجد ازعجني,المعاملة الطيبة من قبل الموظفين,Q326_3
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,4,,,,2.0,2,5,3,1,5,5,5,4,5,5,3,5,5,5,3,5,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,3.0,4.0,5.0,5.0,10.0,,لا يوجد,الموظفين,Q326_2
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,4,,,,2.0,2,5,3,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,10.0,,لا,الموظفين ولا انتظرت سرعة إنجاز المعاملة,Q326_2
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,4,,,,2.0,2,5,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,10.0,,لا يوجد,إنجاز المعاملة ومعاملة الموظفين,Q326_2
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,4,,,,2.0,2,7,3,1,5,5,5,5,5,5,5,5,5,5,3,5,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,10.0,,لا يوجد,إنجاز المعاملات وأسلوب الموظفين,Q326_2
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,4,,,,2.0,1,5,4,2,5,5,5,5,5,5,5,5,5,5,3,5,5,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,3.0,5.0,4.0,5.0,5.0,8.0,,لا يوجد,الاستقبال والموظفين,Q326_2
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,4,,,,2.0,2,5,1,1,5,5,5,5,5,5,4,2,5,5,4,5,5,5.0,4.0,4.0,5.0,5.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,4.0,4.0,5.0,5.0,5.0,,الاهتمام بسماع  المقترحات المقدمة,تعامل بعض الموظفين,Q326_2
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,4,,,,3.0,2,8,3,1,5,5,5,5,5,5,2,3,5,3,4,5,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,8.0,,يوجد بعض الملاحظات,الضيافة,Q326_3
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,4,,,,1.0,1,8,4,1,5,5,5,5,5,5,4,4,5,4,2,4,5,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,5.0,8.0,,لا يوجد,تعامل الموظفين,Q326_1
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,4,,,,3.0,1,5,1,1,5,5,5,5,5,5,5,5,5,5,5,4,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,10.0,,لا,الضيافة واهتمام الموظفين بالمعاملة,Q326_3
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,4,,,,1.0,1,8,3,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,9.0,,لا شي,الموظفين,Q326_1
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,4,,,,2.0,1,7,3,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5.0,5.0,5.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,8.0,,السيستم واقع في بعض الأحيان,في اجتهاد في مستوى تقديم الخدمة /المعاملة مريحة,Q326_2
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,4,,,,2.0,2,5,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,10.0,,لايوجد,لم انتظر لوقت طويل,Q326_2
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,4,,,,1.0,1,7,4,2,5,5,5,5,5,5,3,5,5,5,3,3,5,5.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,3.0,4.0,5.0,10.0,,Waiting,Helpful staff with good  knowledge,Q326_1
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,4,,,,4.0,1,7,3,1,5,5,5,5,5,5,5,2,5,2,3,5,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,8.0,,اتمنى تجديد المكان,سهولة إجراء المعاملة,Q326_4
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,4,,,,5.0,2,5,3,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,10.0,,لا يوجد,مساعدة الموظفين,Q326_5
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,4,,,,1.0,1,7,3,1,5,5,5,2,5,5,3,5,5,4,4,4,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,8.0,,الانتظار / مواقف السيارات بدون مظلة,الموظفين,Q326_1
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,4,,,,2.0,2,5,4,1,5,5,5,5,5,5,2,5,5,5,5,5,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,9.0,,الاستقبال لم تكن موجودة الموظفة,إنجاز المعاملة,Q326_2
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,4,,,,4.0,2,8,6,1,5,5,5,3,5,5,3,5,5,5,5,5,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,10.0,,Nothing,Nothing,Q326_4
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,4,,,,2.0,2,5,2,1,5,5,5,2,5,5,2,5,5,5,3,5,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,10.0,,لا يوجد,المعاملة طيبة و.  سلسة,Q326_2
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,4,,,,1.0,1,8,4,1,5,5,5,3,5,5,5,5,5,5,5,5,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,9.0,,Parking,Staff good behaviour,Q326_1
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,4,,,,2.0,2,8,3,1,5,5,5,3,5,5,4,3,5,3,4,4,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,10.0,,مواقف السيارات,تعامل الموظفين,Q326_2
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,4,,,,1.0,1,8,3,4,5,5,5,2,5,5,5,4,5,5,5,5,5,5.0,5.0,5.0,5.0,2.0,4.0,2.0,2.0,2.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,4.0,7.0,,عدم اكتمال الإجراءات,تعامل الموظف,Q326_1
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,4,,,,2.0,2,5,3,1,5,5,5,5,5,4,2,5,5,2,3,5,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,9.0,,لا يوجد ولكن اتمنى الفصل بين أماكن النساء والرجال,الضيافة والموظفين,Q326_2
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,4,,,,2.0,2,8,3,1,5,5,5,5,5,4,5,5,5,5,2,5,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,3.0,4.0,5.0,5.0,10.0,,لا يوجد شيء ازعجني,السلاسة وسهولة في التعامل ولم انتظر لإنجاز المعاملة,Q326_2
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,4,,,,2.0,1,7,3,1,5,5,5,5,5,5,4,5,5,5,5,5,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0,10.0,,لا,إنجاز المعاملة بسرعة,Q326_2
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,4,,,,4.0,2,5,4,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5.0,3.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,10.0,,Nothing,Good wifi and staff good,Q326_4
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,4,,,,1.0,1,8,4,3,4,4,5,4,4,5,5,5,4,4,4,4,3,5.0,5.0,4.0,5.0,3.0,4.0,5.0,5.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,5.0,5.0,10.0,,Nothing,Nothing,Q326_1
استبانة تجربة المتعامل _ 2025 - ميدان,Customer Experience Survey _ 2025 - Tablet,4,,,,2.0,2,7,4,1,5,5,5,4,5,5,3,5,5,3,5,5,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,10.0,,But the receptionist is should be more trained,The service is good,Q326_2
